Idx,UserInfo_1,UserInfo_2,UserInfo_3,UserInfo_4,WeblogInfo_1,WeblogInfo_2,WeblogInfo_3,WeblogInfo_4,WeblogInfo_5,WeblogInfo_6,WeblogInfo_7,WeblogInfo_8,WeblogInfo_9,WeblogInfo_10,WeblogInfo_11,WeblogInfo_12,WeblogInfo_13,WeblogInfo_14,WeblogInfo_15,WeblogInfo_16,WeblogInfo_17,WeblogInfo_18,UserInfo_5,UserInfo_6,UserInfo_7,UserInfo_8,UserInfo_9,UserInfo_10,UserInfo_11,UserInfo_12,UserInfo_13,UserInfo_14,UserInfo_15,UserInfo_16,UserInfo_17,UserInfo_18,UserInfo_19,UserInfo_20,UserInfo_21,UserInfo_22,UserInfo_23,UserInfo_24,Education_Info1,Education_Info2,Education_Info3,Education_Info4,Education_Info5,Education_Info6,Education_Info7,Education_Info8,WeblogInfo_19,WeblogInfo_20,WeblogInfo_21,WeblogInfo_23,WeblogInfo_24,WeblogInfo_25,WeblogInfo_26,WeblogInfo_27,WeblogInfo_28,WeblogInfo_29,WeblogInfo_30,WeblogInfo_31,WeblogInfo_32,WeblogInfo_33,WeblogInfo_34,WeblogInfo_35,WeblogInfo_36,WeblogInfo_37,WeblogInfo_38,WeblogInfo_39,WeblogInfo_40,WeblogInfo_41,WeblogInfo_42,WeblogInfo_43,WeblogInfo_44,WeblogInfo_45,WeblogInfo_46,WeblogInfo_47,WeblogInfo_48,WeblogInfo_49,WeblogInfo_50,WeblogInfo_51,WeblogInfo_52,WeblogInfo_53,WeblogInfo_54,WeblogInfo_55,WeblogInfo_56,WeblogInfo_57,WeblogInfo_58,ThirdParty_Info_Period1_1,ThirdParty_Info_Period1_2,ThirdParty_Info_Period1_3,ThirdParty_Info_Period1_4,ThirdParty_Info_Period1_5,ThirdParty_Info_Period1_6,ThirdParty_Info_Period1_7,ThirdParty_Info_Period1_8,ThirdParty_Info_Period1_9,ThirdParty_Info_Period1_10,ThirdParty_Info_Period1_11,ThirdParty_Info_Period1_12,ThirdParty_Info_Period1_13,ThirdParty_Info_Period1_14,ThirdParty_Info_Period1_15,ThirdParty_Info_Period1_16,ThirdParty_Info_Period1_17,ThirdParty_Info_Period2_1,ThirdParty_Info_Period2_2,ThirdParty_Info_Period2_3,ThirdParty_Info_Period2_4,ThirdParty_Info_Period2_5,ThirdParty_Info_Period2_6,ThirdParty_Info_Period2_7,ThirdParty_Info_Period2_8,ThirdParty_Info_Period2_9,ThirdParty_Info_Period2_10,ThirdParty_Info_Period2_11,ThirdParty_Info_Period2_12,ThirdParty_Info_Period2_13,ThirdParty_Info_Period2_14,ThirdParty_Info_Period2_15,ThirdParty_Info_Period2_16,ThirdParty_Info_Period2_17,ThirdParty_Info_Period3_1,ThirdParty_Info_Period3_2,ThirdParty_Info_Period3_3,ThirdParty_Info_Period3_4,ThirdParty_Info_Period3_5,ThirdParty_Info_Period3_6,ThirdParty_Info_Period3_7,ThirdParty_Info_Period3_8,ThirdParty_Info_Period3_9,ThirdParty_Info_Period3_10,ThirdParty_Info_Period3_11,ThirdParty_Info_Period3_12,ThirdParty_Info_Period3_13,ThirdParty_Info_Period3_14,ThirdParty_Info_Period3_15,ThirdParty_Info_Period3_16,ThirdParty_Info_Period3_17,ThirdParty_Info_Period4_1,ThirdParty_Info_Period4_2,ThirdParty_Info_Period4_3,ThirdParty_Info_Period4_4,ThirdParty_Info_Period4_5,ThirdParty_Info_Period4_6,ThirdParty_Info_Period4_7,ThirdParty_Info_Period4_8,ThirdParty_Info_Period4_9,ThirdParty_Info_Period4_10,ThirdParty_Info_Period4_11,ThirdParty_Info_Period4_12,ThirdParty_Info_Period4_13,ThirdParty_Info_Period4_14,ThirdParty_Info_Period4_15,ThirdParty_Info_Period4_16,ThirdParty_Info_Period4_17,ThirdParty_Info_Period5_1,ThirdParty_Info_Period5_2,ThirdParty_Info_Period5_3,ThirdParty_Info_Period5_4,ThirdParty_Info_Period5_5,ThirdParty_Info_Period5_6,ThirdParty_Info_Period5_7,ThirdParty_Info_Period5_8,ThirdParty_Info_Period5_9,ThirdParty_Info_Period5_10,ThirdParty_Info_Period5_11,ThirdParty_Info_Period5_12,ThirdParty_Info_Period5_13,ThirdParty_Info_Period5_14,ThirdParty_Info_Period5_15,ThirdParty_Info_Period5_16,ThirdParty_Info_Period5_17,ThirdParty_Info_Period6_1,ThirdParty_Info_Period6_2,ThirdParty_Info_Period6_3,ThirdParty_Info_Period6_4,ThirdParty_Info_Period6_5,ThirdParty_Info_Period6_6,ThirdParty_Info_Period6_7,ThirdParty_Info_Period6_8,ThirdParty_Info_Period6_9,ThirdParty_Info_Period6_10,ThirdParty_Info_Period6_11,ThirdParty_Info_Period6_12,ThirdParty_Info_Period6_13,ThirdParty_Info_Period6_14,ThirdParty_Info_Period6_15,ThirdParty_Info_Period6_16,ThirdParty_Info_Period6_17,ThirdParty_Info_Period7_1,ThirdParty_Info_Period7_2,ThirdParty_Info_Period7_3,ThirdParty_Info_Period7_4,ThirdParty_Info_Period7_5,ThirdParty_Info_Period7_6,ThirdParty_Info_Period7_7,ThirdParty_Info_Period7_8,ThirdParty_Info_Period7_9,ThirdParty_Info_Period7_10,ThirdParty_Info_Period7_11,ThirdParty_Info_Period7_12,ThirdParty_Info_Period7_13,ThirdParty_Info_Period7_14,ThirdParty_Info_Period7_15,ThirdParty_Info_Period7_16,ThirdParty_Info_Period7_17,SocialNetwork_1,SocialNetwork_2,SocialNetwork_3,SocialNetwork_4,SocialNetwork_5,SocialNetwork_6,SocialNetwork_7,SocialNetwork_8,SocialNetwork_9,SocialNetwork_10,SocialNetwork_11,SocialNetwork_12,SocialNetwork_13,SocialNetwork_14,SocialNetwork_15,SocialNetwork_16,SocialNetwork_17,target,ListingInfo,UserupdateInfo_7_freq,UserupdateInfo_7_unique,UserupdateInfo_7_avg_count,UserupdateInfo_7_IDNUMBER,UserupdateInfo_7_HASBUYCAR,UserupdateInfo_7_MARRIAGESTATUSID,UserupdateInfo_7_PHONE,UserupdateInfo_30_freq,UserupdateInfo_30_unique,UserupdateInfo_30_avg_count,UserupdateInfo_30_IDNUMBER,UserupdateInfo_30_HASBUYCAR,UserupdateInfo_30_MARRIAGESTATUSID,UserupdateInfo_30_PHONE,UserupdateInfo_60_freq,UserupdateInfo_60_unique,UserupdateInfo_60_avg_count,UserupdateInfo_60_IDNUMBER,UserupdateInfo_60_HASBUYCAR,UserupdateInfo_60_MARRIAGESTATUSID,UserupdateInfo_60_PHONE,UserupdateInfo_90_freq,UserupdateInfo_90_unique,UserupdateInfo_90_avg_count,UserupdateInfo_90_IDNUMBER,UserupdateInfo_90_HASBUYCAR,UserupdateInfo_90_MARRIAGESTATUSID,UserupdateInfo_90_PHONE,UserupdateInfo_120_freq,UserupdateInfo_120_unique,UserupdateInfo_120_avg_count,UserupdateInfo_120_IDNUMBER,UserupdateInfo_120_HASBUYCAR,UserupdateInfo_120_MARRIAGESTATUSID,UserupdateInfo_120_PHONE,UserupdateInfo_150_freq,UserupdateInfo_150_unique,UserupdateInfo_150_avg_count,UserupdateInfo_150_IDNUMBER,UserupdateInfo_150_HASBUYCAR,UserupdateInfo_150_MARRIAGESTATUSID,UserupdateInfo_150_PHONE,UserupdateInfo_180_freq,UserupdateInfo_180_unique,UserupdateInfo_180_avg_count,UserupdateInfo_180_IDNUMBER,UserupdateInfo_180_HASBUYCAR,UserupdateInfo_180_MARRIAGESTATUSID,UserupdateInfo_180_PHONE,LogInfo1_7_count,LogInfo1_7_unique,LogInfo1_7_avg_count,LogInfo2_7_count,LogInfo2_7_unique,LogInfo2_7_avg_count,LogInfo1_30_count,LogInfo1_30_unique,LogInfo1_30_avg_count,LogInfo2_30_count,LogInfo2_30_unique,LogInfo2_30_avg_count,LogInfo1_60_count,LogInfo1_60_unique,LogInfo1_60_avg_count,LogInfo2_60_count,LogInfo2_60_unique,LogInfo2_60_avg_count,LogInfo1_90_count,LogInfo1_90_unique,LogInfo1_90_avg_count,LogInfo2_90_count,LogInfo2_90_unique,LogInfo2_90_avg_count,LogInfo1_120_count,LogInfo1_120_unique,LogInfo1_120_avg_count,LogInfo2_120_count,LogInfo2_120_unique,LogInfo2_120_avg_count,LogInfo1_150_count,LogInfo1_150_unique,LogInfo1_150_avg_count,LogInfo2_150_count,LogInfo2_150_unique,LogInfo2_150_avg_count,LogInfo1_180_count,LogInfo1_180_unique,LogInfo1_180_avg_count,LogInfo2_180_count,LogInfo2_180_unique,LogInfo2_180_avg_count
3,5,南充,5,南京,,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,3,江苏,南京,中国移动 ,0,0.0,0.0,1.0,5,5,2,1,38,四川省,不详,0,D,D,D,0,E,E,E,0,E,E,E,I,I5,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,0,47,46,339,360,133,19,513,167,22,5,36,0,0,0,0,0,0,104,97,441,550,146,4,744,243,11,4,43,0,0,0,0,0,0,115,73,446,560,142,22,726,258,7,4,43,0,0,0,0,0,0,81,61,465,564,140,15,689,325,0,0,37,0,0,0,0,0,0,105,57,467,585,108,25,711,316,0,0,36,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,37,51,11,-1,0,0,0,0,0,1,0,2013/11/5,0,3,0.0,3,3,3,3,0,3,0.0,3,3,3,3,0,3,0.0,3,3,3,3,13,11,1.18181818182,1,1,1,1,13,11,1.18181818182,1,1,1,1,13,11,1.18181818182,1,1,1,1,13,11,1.18181818182,1,1,1,1,9,3,3.0,9,2,4.5,14,4,3.5,14,3,4.66666666667,14,4,3.5,14,3,4.66666666667,26,4,6.5,26,6,4.33333333333,26,4,6.5,26,6,4.33333333333,26,4,6.5,26,6,4.33333333333,26,4,6.5,26,6,4.33333333333
5,1,台州,3,台州,,0.0,,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,浙江,台州,中国移动 ,2,,,,4,4,1,1,28,浙江省,台州市,0,D,D,D,0,E,E,E,0,E,E,E,F,I5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,107,84,442,533,138,32,700,243,11,4,32,0,29577,29995,1681,45486,12405,78,83,457,467,129,43,620,261,2,1,39,0,28861,27261,1984,41210,12928,77,71,472,469,133,27,645,269,2,1,43,1,33266,24837,1056,39419,17628,104,76,573,511,153,33,734,317,0,0,47,0,36008,26614,1504,46656,14462,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,2013/11/7,0,5,0.0,5,5,5,5,13,11,1.18181818182,1,1,1,1,13,11,1.18181818182,1,1,1,1,13,11,1.18181818182,1,1,1,1,13,11,1.18181818182,1,1,1,1,13,11,1.18181818182,1,1,1,1,13,11,1.18181818182,1,1,1,1,1,1,1.0,1,1,1.0,11,6,1.83333333333,11,5,2.2,11,6,1.83333333333,11,5,2.2,11,6,1.83333333333,11,5,2.2,11,6,1.83333333333,11,5,2.2,11,6,1.83333333333,11,5,2.2,11,6,1.83333333333,11,5,2.2
8,3,汕头,4,成都,,0.0,,3.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,广东,广州,中国移动 ,0,,,,2,2,1,1,21,广东省,汕头市,0,D,D,D,0,E,E,E,1,A,不详,T,F,U,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,44,205,123,58,44,127,157,0,0,15,4,39742,16451,13504,7698,34991,0,46,184,129,63,24,148,141,0,0,18,7,38611,13528,15623,9630,26886,1,19,171,109,72,9,158,113,0,0,20,0,29052,11862,1400,15002,24512,3,5,112,63,36,1,82,92,0,0,12,4,27531,8829,74,6374,29912,0,17,93,71,32,3,102,59,0,0,10,3,16356,4608,10816,6097,4051,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,52,49,181,-1,0,1,1,0,0,1,0,2013/11/6,2,1,2.0,0,0,0,1,14,11,1.27272727273,1,1,1,1,14,11,1.27272727273,1,1,1,1,14,11,1.27272727273,1,1,1,1,14,11,1.27272727273,1,1,1,1,14,11,1.27272727273,1,1,1,1,14,11,1.27272727273,1,1,1,1,87,6,14.5,87,5,17.4,125,7,17.8571428571,125,7,17.8571428571,125,7,17.8571428571,125,7,17.8571428571,125,7,17.8571428571,125,7,17.8571428571,125,7,17.8571428571,125,7,17.8571428571,125,7,17.8571428571,125,7,17.8571428571,125,7,17.8571428571,125,7,17.8571428571
12,1,杭州,3,丹东,,1.0,,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,不详,不详,不详,2,1.0,1.0,0.0,2,2,1,1,36,辽宁省,丹东市,0,D,D,D,0,E,E,E,0,E,E,E,I,C13,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,36,7,379,0,98,0,338,41,0,0,22,0,0,0,0,0,0,33,0,320,0,77,0,260,60,1,1,19,0,0,0,0,0,0,30,0,275,0,76,0,238,37,0,0,10,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,-1,0,1,0,0,0,1,0,2013/11/1,0,12,0.0,12,12,12,12,9,9,1.0,0,1,1,0,9,9,1.0,0,1,1,0,9,9,1.0,0,1,1,0,9,9,1.0,0,1,1,0,9,9,1.0,0,1,1,0,9,9,1.0,0,1,1,0,180,5,36.0,180,5,36.0,192,6,32.0,192,7,27.4285714286,192,6,32.0,192,7,27.4285714286,192,6,32.0,192,7,27.4285714286,192,6,32.0,192,7,27.4285714286,192,6,32.0,192,7,27.4285714286,192,6,32.0,192,7,27.4285714286
16,1,滨州,4,滨州,,0.0,,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,山东,滨州,中国电信 ,1,0.0,1.0,1.0,4,4,2,1,38,山东省,不详,0,D,D,D,0,E,E,E,0,E,E,E,I,I5,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,3,19,187,186,122,1,300,72,3,2,18,0,15978,14008,33,24737,5216,8,70,134,188,92,2,264,56,4,1,14,0,9978,12956,47,19143,3744,44,60,210,282,126,4,389,99,5,3,28,0,14290,20873,383,28006,6774,48,86,279,316,129,9,438,148,1,1,25,0,17653,21714,242,28881,10244,18,75,181,214,105,8,295,92,3,2,15,0,12619,12098,217,18520,5980,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,2013/11/5,1,1,1.0,0,0,0,1,13,11,1.18181818182,1,1,1,1,13,11,1.18181818182,1,1,1,1,13,11,1.18181818182,1,1,1,1,13,11,1.18181818182,1,1,1,1,13,11,1.18181818182,1,1,1,1,13,11,1.18181818182,1,1,1,1,8,1,8.0,8,1,8.0,15,4,3.75,15,4,3.75,15,4,3.75,15,4,3.75,15,4,3.75,15,4,3.75,15,4,3.75,15,4,3.75,15,4,3.75,15,4,3.75,15,4,3.75,15,4,3.75
17,1,北京,3,衡水,,0.0,,2.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,河北,衡水,中国联通 ,1,0.0,0.0,1.0,4,4,3,1,39,河北省,衡水市,0,D,D,D,0,E,E,E,0,E,E,E,I,I5,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,8,37,17,24,0,45,9,1,1,3,0,3444,1111,0,3915,640,25,10,391,260,204,0,553,98,36,5,32,0,33949,23349,0,47172,10126,20,4,296,158,141,4,380,70,4,1,21,0,30430,12194,489,36193,5942,12,6,254,183,95,1,356,80,5,1,30,0,21243,15564,147,28711,7949,19,12,242,174,92,4,320,92,5,1,27,0,19439,12986,202,25462,6761,17,13,192,175,95,1,313,53,1,1,18,0,19180,15878,51,29213,5794,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,2013/11/5,1,1,1.0,0,0,0,1,12,11,1.09090909091,1,1,1,1,12,11,1.09090909091,1,1,1,1,12,11,1.09090909091,1,1,1,1,12,11,1.09090909091,1,1,1,1,12,11,1.09090909091,1,1,1,1,12,11,1.09090909091,1,1,1,1,5,1,5.0,5,1,5.0,11,4,2.75,11,4,2.75,11,4,2.75,11,4,2.75,11,4,2.75,11,4,2.75,11,4,2.75,11,4,2.75,11,4,2.75,11,4,2.75,11,4,2.75,11,4,2.75
18,5,济南,5,济南,,0.0,,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,山东,济南,中国联通 ,0,,,,3,3,2,2,41,山东省,济南市,0,D,D,D,0,E,E,E,0,E,E,E,I,I5,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,0,2,2,0,0,0,71,100,64,1,138,32,1,1,7,0,0,0,0,0,0,0,0,49,142,81,2,153,36,3,3,10,0,0,0,0,0,0,0,0,137,187,89,0,258,66,16,5,14,0,0,0,0,0,0,0,2,59,115,47,0,146,28,0,0,9,0,0,0,0,0,0,0,0,126,191,63,0,256,61,2,2,14,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,-1,0,1,0,0,0,1,0,2013/11/1,12,11,1.09090909091,1,1,1,1,12,11,1.09090909091,1,1,1,1,12,11,1.09090909091,1,1,1,1,12,11,1.09090909091,1,1,1,1,12,11,1.09090909091,1,1,1,1,12,11,1.09090909091,1,1,1,1,12,11,1.09090909091,1,1,1,1,34,4,8.5,34,5,6.8,34,4,8.5,34,5,6.8,34,4,8.5,34,5,6.8,34,4,8.5,34,5,6.8,34,4,8.5,34,5,6.8,34,4,8.5,34,5,6.8,34,4,8.5,34,5,6.8
20,1,宁波,5,宁波,,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,浙江,宁波,中国联通 ,0,0.0,1.0,0.0,4,4,2,1,22,四川省,不详,0,D,D,D,0,E,E,E,0,E,E,E,I,I3,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,13,414,439,168,6,680,167,19,2,39,0,78486,62507,2975,99751,38267,0,39,386,417,134,9,644,150,1,1,40,0,72204,53460,2165,87989,35510,0,25,370,424,152,5,676,113,0,0,40,0,55021,60021,330,98132,16580,0,34,316,435,154,13,564,174,1,1,40,0,74490,91860,6058,102468,57824,0,10,366,384,112,9,584,157,1,1,37,0,71779,84972,1092,104029,51630,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,2013/11/1,14,11,1.27272727273,1,1,1,1,14,11,1.27272727273,1,1,1,1,14,11,1.27272727273,1,1,1,1,14,11,1.27272727273,1,1,1,1,14,11,1.27272727273,1,1,1,1,14,11,1.27272727273,1,1,1,1,14,11,1.27272727273,1,1,1,1,16,4,4.0,16,4,4.0,16,4,4.0,16,4,4.0,16,4,4.0,16,4,4.0,16,4,4.0,16,4,4.0,16,4,4.0,16,4,4.0,16,4,4.0,16,4,4.0,16,4,4.0,16,4,4.0
21,3,南阳,3,南阳,,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,浙江,绍兴市,中国移动,0,,,,4,4,1,1,22,河南省,南阳市,0,D,D,D,0,E,E,E,0,E,E,E,I,,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,5,93,0,39,3,48,42,0,0,5,1,12358,0,111,3459,8788,0,7,77,52,38,1,84,44,0,0,9,3,13079,8789,22,9624,12222,1,7,67,0,30,0,27,40,0,0,4,1,13741,0,0,3063,10678,3,21,135,0,50,3,80,52,4,1,7,1,14798,0,58,9650,5090,1,28,69,50,31,8,74,37,0,0,6,0,8516,6173,337,10517,3835,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,8,58,24,-1,0,1,0,0,0,1,0,2013/11/1,12,11,1.09090909091,1,1,1,1,12,11,1.09090909091,1,1,1,1,12,11,1.09090909091,1,1,1,1,12,11,1.09090909091,1,1,1,1,12,11,1.09090909091,1,1,1,1,12,11,1.09090909091,1,1,1,1,12,11,1.09090909091,1,1,1,1,14,5,2.8,14,6,2.33333333333,14,5,2.8,14,6,2.33333333333,14,5,2.8,14,6,2.33333333333,14,5,2.8,14,6,2.33333333333,14,5,2.8,14,6,2.33333333333,14,5,2.8,14,6,2.33333333333,14,5,2.8,14,6,2.33333333333
23,1,深圳,4,深圳,,1.0,,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,广东,深圳,中国联通 ,0,,,,4,4,1,2,30,广西壮族自治区,不详,0,D,D,D,0,E,E,E,0,E,E,E,I,I5,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,28,5,130,193,154,3,263,57,8,6,10,0,8985,21618,229,23843,6531,52,0,254,261,190,10,369,136,6,4,18,0,18647,22428,229,26433,14413,49,0,409,404,279,18,617,178,7,4,31,0,29443,26059,661,40776,14065,48,0,290,238,246,3,431,94,1,1,13,0,15660,14297,88,23884,5985,51,0,290,143,162,1,324,108,0,0,11,0,15485,10159,24,17590,8030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,44,39,23,-1,0,0,0,0,0,1,1,2013/11/1,0,23,0.0,23,23,23,23,0,23,0.0,23,23,23,23,12,11,1.09090909091,1,1,1,1,13,12,1.08333333333,1,1,1,1,13,12,1.08333333333,1,1,1,1,13,12,1.08333333333,1,1,1,1,13,12,1.08333333333,1,1,1,1,7,3,2.33333333333,7,2,3.5,13,4,3.25,13,3,4.33333333333,62,4,15.5,62,3,20.6666666667,67,6,11.1666666667,67,5,13.4,67,6,11.1666666667,67,5,13.4,67,6,11.1666666667,67,5,13.4,67,6,11.1666666667,67,5,13.4
